activity,session,window_id,timestamp,seconds_elapsed,z_accel,y_accel,x_accel,z_gyro,y_gyro,x_gyro
jumping,jumping18-2026-07-04_12-59-56,6,3.503732082574784,3.503732082574784,-6.4487041916594805,0.38358098881709735,2.899236047760218,0.0816149836448671,-0.8515509310681721,-0.7828797024456217
jumping,jumping18-2026-07-04_12-59-56,6,3.5137394765772334,3.5137394765772334,-10.608694649762487,1.1627458207322312,2.649964262201918,0.004961167974512196,-0.4935563485010932,-1.0793307199160243
jumping,jumping18-2026-07-04_12-59-56,6,3.5237468705796826,3.5237468705796826,-14.820875619589685,2.4653935454634563,1.5118657061157381,-0.011393503683163195,0.2583002357099082,-1.2780113388892804
jumping,jumping18-2026-07-04_12-59-56,6,3.533754264582132,3.533754264582132,-18.60742566739693,4.108274852721735,0.0005559011137107328,0.02354127283835006,1.1798215814920845,-1.299788752863507
jumping,jumping18-2026-07-04_12-59-56,6,3.543761658584581,3.543761658584581,-21.58691818165651,5.720186014863622,-1.1403284603340944,0.10728504738037725,1.963403590819813,-1.0891374558915468
jumping,jumping18-2026-07-04_12-59-56,6,3.5537690525870302,3.5537690525870302,-23.480818369594655,6.734831358693546,-1.4053331504562256,0.2825011877562874,2.2830739659076897,-0.6499629535900469
jumping,jumping18-2026-07-04_12-59-56,6,3.5637764465894795,3.5637764465894795,-24.26257966457329,6.661487522130971,-0.6215196387538987,0.670247471765681,1.8531578885878752,-0.0868316859635671
jumping,jumping18-2026-07-04_12-59-56,6,3.5737838405919287,3.5737838405919287,-24.555787451735053,5.45570899609109,-0.06867987063970227,1.185476260667213,0.7033049415434219,0.44236526924180286
jumping,jumping18-2026-07-04_12-59-56,6,3.583791234594378,3.583791234594378,-24.915275751220783,3.595846159939578,-0.6909316251834442,1.6164500759856433,-0.672200163081171,0.863061234692856
jumping,jumping18-2026-07-04_12-59-56,6,3.593798628596827,3.593798628596827,-24.917877328973535,2.024318752937158,-2.4562649145428153,1.7721437934430004,-1.6097310821834467,1.25001147516403
jumping,jumping18-2026-07-04_12-59-56,6,3.6038060225992763,3.6038060225992763,-24.02310312922304,0.966067418691015,-4.703850167997739,1.6273012804634748,-1.7237831774207046,1.6769768601837565
jumping,jumping18-2026-07-04_12-59-56,6,3.6138134166017255,3.6138134166017255,-21.67081856984469,0.12650943704283868,-6.426808214406179,1.3510996631522545,-1.283631867869962,1.9839168067585347
jumping,jumping18-2026-07-04_12-59-56,6,3.6238208106041747,3.6238208106041747,-18.533834613989704,-1.0725638375569133,-6.759398381935087,1.092889502437805,-0.7199786121456637,2.0394535748943476
jumping,jumping18-2026-07-04_12-59-56,6,3.633828204606624,3.633828204606624,-15.034068876523426,-2.7156873551182956,-5.809608515334294,0.8800378181369083,-0.31671114081392415,1.881395379681165
jumping,jumping18-2026-07-04_12-59-56,6,3.643835598609073,3.643835598609073,-11.161416797554741,-4.169003672565252,-4.275609468414487,0.6653422027048177,-0.15541366406738794,1.647339796761478
jumping,jumping18-2026-07-04_12-59-56,6,3.653842992611522,3.653842992611522,-7.2396031917022645,-4.872911749258449,-2.657992790970909,0.4376448179343357,-0.14393406144563375,1.4601567948450611
jumping,jumping18-2026-07-04_12-59-56,6,3.663850386613971,3.663850386613971,-3.4326999121707185,-4.614557189094416,-1.4036583982084379,0.1700373827070363,-0.16025434647669698,1.331706814506084
jumping,jumping18-2026-07-04_12-59-56,6,3.6738577806164203,3.6738577806164203,0.04320677327688793,-3.5964556450545224,-0.5232138744099206,-0.0936522672282775,-0.09799151345147948,1.2340892377554453
jumping,jumping18-2026-07-04_12-59-56,6,3.6838651746188695,3.6838651746188695,3.176401381000864,-2.312405551905461,0.00976660047569411,-0.2698301453088534,0.10504092855986448,1.1669718761380063
jumping,jumping18-2026-07-04_12-59-56,6,3.6938725686213187,3.6938725686213187,5.984820043276624,-1.0558273267484306,0.23487722503038927,-0.3337302584631096,0.39082723042927825,1.1462518204382428
jumping,jumping18-2026-07-04_12-59-56,6,3.703879962623768,3.703879962623768,8.378000070436476,-0.09499550640170884,0.5083264421785747,-0.3054114551872192,0.6186025584600561,1.1941632558754725
