activity,window_id,timestamp,seconds_elapsed,z_accel,y_accel,x_accel,z_gyro,y_gyro,x_gyro
jumping,12,6.5072908652575085,6.5072908652575085,4.023439606520793,0.7068443437223421,-0.6990731238818514,0.008856728359190881,-0.09881823295503966,-0.08357024257685562
jumping,12,6.517297165407546,6.517297165407546,4.1022586048594825,1.0708407883948652,-0.8357461631389,-0.03726988884573794,0.0003168882784415662,0.06354623707027296
jumping,12,6.527303465557583,6.527303465557583,4.2896826116655005,1.4362972124056441,-1.0163153894242698,-0.08311397911959766,0.18350446767424222,0.23670904185936717
jumping,12,6.53730976570762,6.53730976570762,4.447449441571618,1.7861319603841195,-1.153229630371971,-0.12200388485771106,0.403558677689028,0.42677020003778937
jumping,12,6.547316065857657,6.547316065857657,4.662917643313175,2.086369470133471,-1.2316830574243791,-0.15161963965645808,0.5998958724609851,0.620314953868643
jumping,12,6.557322366007694,6.557322366007694,4.919799366816857,2.3090587546466073,-1.2012093137080306,-0.17621921231926824,0.7314376637752488,0.7955455680751077
jumping,12,6.567328666157731,6.567328666157731,5.1402995347702785,2.432272257863883,-1.05491326711776,-0.19090934786489894,0.7676536109424881,0.9477840408241355
jumping,12,6.577334966307768,6.577334966307768,5.345375148420209,2.51800722268149,-0.8798031050491485,-0.2058532660466926,0.7318062877830183,1.0746446049048812
jumping,12,6.587341266457805,6.587341266457805,5.574853207030611,2.5895026912996775,-0.6896894556909337,-0.21360148283069164,0.6450170442384825,1.1689297005052048
jumping,12,6.597347566607842,6.597347566607842,5.715791259476927,2.5891570614814032,-0.5063093475897925,-0.2163312284865743,0.5190188296626119,1.2121585113959603
jumping,12,6.607353866757879,6.607353866757879,5.642889674204188,2.520305859782226,-0.3230582071439813,-0.19545957656539395,0.3659622222200911,1.202652608414404
jumping,12,6.617360166907916,6.617360166907916,5.477042545005895,2.3801882533969403,-0.21066797645121685,-0.1422591880598553,0.22827182039397412,1.1536552123832442
jumping,12,6.627366467057953,6.627366467057953,5.372526098362565,2.1820686987117295,-0.11925415108171702,-0.07416394572709374,0.11675880746491758,1.0579369047157918
jumping,12,6.63737276720799,6.63737276720799,5.10410628892312,1.883076862052936,0.10479106372880324,-0.010922357595113574,0.00038339073741176094,0.901709364130988
jumping,12,6.647379067358027,6.647379067358027,4.4312346113705825,1.4551395220539594,0.44092260713529685,0.05906157891297187,-0.1459406694290038,0.6878444227059726
jumping,12,6.657385367508064,6.657385367508064,3.4162246231282607,0.9619682048472753,0.6902470290908937,0.1402982365259248,-0.3187427954246518,0.4401699630587753
jumping,12,6.667391667658101,6.667391667658101,2.287537360352638,0.525004583181244,0.7333389531578921,0.22161586620574747,-0.4946393412281566,0.18874340637734657
jumping,12,6.677397967808138,6.677397967808138,1.014377888546364,0.18429517790726221,0.6590041052630746,0.2866186496442346,-0.6586567723649315,-0.042083231195117164
jumping,12,6.687404267958175,6.687404267958175,-0.48944595914216726,-0.2036401788109931,0.5441167847254474,0.3425253359814375,-0.7135578663771708,-0.18732613321265595
jumping,12,6.697410568108212,6.697410568108212,-1.8121809862046816,-0.7161798034012288,0.482196025847842,0.3911318375124721,-0.6116477083928658,-0.1869552716477993
jumping,12,6.707416868258249,6.707416868258249,-2.9704326992277195,-1.0751645277094142,0.5145593701179744,0.40589614705639854,-0.4271511977402425,-0.058621151210198785
jumping,12,6.717423168408286,6.717423168408286,-4.236584629037674,-1.3266782431177422,0.566986738713379,0.36871221023803796,-0.18291433834877818,0.14022606237787105
jumping,12,6.727429468558323,6.727429468558323,-5.256666846856794,-1.6847973330859491,0.6997989386016708,0.2789158863692634,0.020056484927943645,0.3360858928234294
jumping,12,6.73743576870836,6.73743576870836,-6.218966279043434,-2.102187434786174,0.9136928657334041,0.16983723486440028,0.023970198312540908,0.45338344250812074
jumping,12,6.747442068858397,6.747442068858397,-7.288832577770569,-2.4381106538007726,0.972229367885638,0.07493702932879434,-0.18332119912374328,0.4477707760220915
jumping,12,6.757448369008434,6.757448369008434,-8.183955651294276,-2.663135183663029,0.8413717005378559,0.008535627809901485,-0.4655178305158143,0.30749755518550637
jumping,12,6.767454669158471,6.767454669158471,-8.814979559491189,-2.916047681635607,0.7649954223308736,-0.03836745794765571,-0.7078731913440478,0.049219938692829104
jumping,12,6.777460969308508,6.777460969308508,-9.244900110449343,-3.1480843841998514,0.7438559610146851,-0.059973333522779906,-0.857430848487225,-0.28787384941968286
jumping,12,6.787467269458545,6.787467269458545,-9.347440450301024,-3.1937630547576275,0.5585039824458459,-0.03691130570104509,-0.8821938513668148,-0.6461179936001993
jumping,12,6.797473569608582,6.797473569608582,-8.960339266616804,-3.0404464581143973,0.17126318435234394,0.03731644853210323,-0.7613012025260397,-0.9679054595860117
jumping,12,6.807479869758619,6.807479869758619,-8.169699303737863,-2.8081276098750925,-0.3361320540113788,0.15749040574617282,-0.5215059509217046,-1.218840952934035
jumping,12,6.817486169908656,6.817486169908656,-7.188502798002799,-2.632751775187359,-0.7986892441708398,0.2941841248164052,-0.2591315708985459,-1.3798244780866857
jumping,12,6.827492470058693,6.827492470058693,-6.201546737718311,-2.4968854930981412,-1.0410327081856814,0.40287082071378105,-0.029390879705591566,-1.4316882909201356
jumping,12,6.83749877020873,6.83749877020873,-5.0580682453566554,-2.366381560561852,-1.088826153882838,0.45311811079191416,0.17439175147767075,-1.3552566528119712
jumping,12,6.847505070358767,6.847505070358767,-3.5716017059356138,-2.1332122938815328,-1.0197322639967286,0.4381850373002298,0.34840331128672947,-1.162327193577731
jumping,12,6.857511370508804,6.857511370508804,-2.0499762520142437,-1.8138770961310524,-0.8780738543254871,0.3712029525345947,0.45026338725281567,-0.8849030021677787
jumping,12,6.867517670658841,6.867517670658841,-0.7315119929545786,-1.508558966354288,-0.726971960033906,0.27620351440822455,0.47414858215280964,-0.5701461833719468
jumping,12,6.877523970808878,6.877523970808878,0.4838296747370735,-1.231574132376713,-0.5696548453706287,0.16752367512501828,0.4574664831065466,-0.27057550771037636
jumping,12,6.887530270958915,6.887530270958915,1.6052767242625987,-0.9412007860222147,-0.38425057189626466,0.05579748516225697,0.4171580566205947,-0.05065605772731406
jumping,12,6.897536571108952,6.897536571108952,2.4494425749642743,-0.7203406099430648,-0.20818807252405397,-0.02646553897428201,0.361807841869027,0.07831237275993579
jumping,12,6.907542871258989,6.907542871258989,3.0937222340665076,-0.6371294773970116,-0.09405050303133013,-0.07642936575084655,0.3199966193631068,0.13365792131085472
jumping,12,6.917549171409026,6.917549171409026,3.6439404974991314,-0.46761773560829667,-0.023610700961195916,-0.1071547572987146,0.3020485445968996,0.13503824474021045
jumping,12,6.927555471559063,6.927555471559063,4.1120963453599355,-0.08685848723142009,-0.04805231590855194,-0.12053398535504038,0.3139849639391909,0.11735825084371489
jumping,12,6.9375617717091,6.9375617717091,4.519356210927261,0.3723577571320593,-0.10495953446378532,-0.12157317937855722,0.35842090764801154,0.10006734654593435
jumping,12,6.947568071859137,6.947568071859137,4.846735009004845,0.7782033811693331,-0.08444743804522688,-0.12210896192094196,0.4045171699292877,0.08518447677162126
jumping,12,6.957574372009174,6.957574372009174,5.005569806976708,1.130475443775607,-0.017538231974415782,-0.12167699783424969,0.4176952904983713,0.06283843015265414
jumping,12,6.967580672159211,6.967580672159211,4.995925222396767,1.3849813666752775,0.05277999391650595,-0.11053071618892574,0.3929142974401357,0.04656847489144477
jumping,12,6.977586972309248,6.977586972309248,4.9828744356406975,1.5193460511440622,0.11124609580518678,-0.08321326329834901,0.3808156348033833,0.0518928502325922
jumping,12,6.987593272459285,6.987593272459285,5.091040424010549,1.6150440189827133,0.08115718559624682,-0.04707451153379441,0.408577469287144,0.08121305203697152
jumping,12,6.997599572609322,6.997599572609322,5.24562237078346,1.739250601068953,0.0031271854939856625,-0.011302860680213625,0.43003153447319775,0.13347742915097158
jumping,12,7.007605872759359,7.007605872759359,5.328803846153239,1.8422518856334702,-0.03893720493692446,0.022080584213866068,0.40876363270483623,0.20466764743652913
jumping,12,7.017612172909396,7.017612172909396,5.347986255846017,1.8771546449616572,-0.02814542624665161,0.05708402611820301,0.3574304389672804,0.2890713546260208
jumping,12,7.027618473059433,7.027618473059433,5.353866676002282,1.8929542910329087,-0.022895192716091955,0.09760110518470662,0.3151425138396291,0.3866272854580414
jumping,12,7.03762477320947,7.03762477320947,5.401593608244682,1.955707946179779,-0.09500664356764921,0.13903154823619954,0.2944445651536673,0.4959040806586341
jumping,12,7.047631073359507,7.047631073359507,5.456827206784764,2.061442162053086,-0.1851881750276099,0.16826396167558963,0.28826177320387636,0.5966646764024544
jumping,12,7.057637373509544,7.057637373509544,5.3923371285155515,2.1496525852596164,-0.17334608743627503,0.18238972651284333,0.300431268567028,0.6723764065351263
jumping,12,7.067643673659581,7.067643673659581,5.22128513800579,2.196406414438214,-0.13913526467289297,0.18784733498379053,0.34280861001005675,0.7112791648561966
jumping,12,7.077649973809618,7.077649973809618,5.057334648780248,2.223671274365748,-0.16656504384487664,0.1842288117255844,0.3904345978394461,0.7051284639833817
jumping,12,7.087656273959655,7.087656273959655,4.801473032042828,2.2422202629635035,-0.21241561837006936,0.16234332054395254,0.3830933271449243,0.658414548816203
jumping,12,7.097662574109692,7.097662574109692,4.356496452939227,2.2203100316731748,-0.1821858749881944,0.13109062262495588,0.3452505520386655,0.5919422602895674
jumping,12,7.107668874259729,7.107668874259729,4.022000170809006,2.114448559098706,-0.05376993184963469,0.11068578762600481,0.37165447093268605,0.5439742184933325
jumping,12,7.117675174409766,7.117675174409766,4.020644960009862,1.94453721787821,0.10728522976968642,0.1278590052484046,0.46352039080414886,0.5340321570685527
jumping,12,7.127681474559803,7.127681474559803,4.0773138677708936,1.7064772433895046,0.25299982752835803,0.1935189613163541,0.5085335950157456,0.5452103926856638
jumping,12,7.13768777470984,7.13768777470984,3.8070314651640995,1.3108138770067677,0.4633235421529326,0.29169327516259586,0.4324397568550406,0.5389234985812804
jumping,12,7.147694074859877,7.147694074859877,3.1770314602979695,0.7437737688027053,0.7864101108738338,0.416143822169746,0.24801918144223456,0.49208454711179084
jumping,12,7.157700375009914,7.157700375009914,2.1496184544922565,0.07115753684833909,1.1314517995777607,0.553543656798434,-0.023881737384357726,0.40193259159790007
jumping,12,7.167706675159951,7.167706675159951,0.639978762514049,-0.6464058983397656,1.4388950655995871,0.662014392011671,-0.34014512446180734,0.25268691402667015
