version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,SM-G970U1,1783153448400,2026-07-04_08-24-08,Africa/Kigali,android,1.60.2,76258778-a07c-4560-a086-2cb0caf18585,Accelerometer|Gyroscope|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10|10,false,31
