time,seconds_elapsed,z,y,x
1783169445917948400,0.093948486328125,-0.8723602294921875,-0.4926605224609375,0.0415191650390625
1783169445927928300,0.10392822265625,-0.868133544921875,-0.493988037109375,0.043792724609375
1783169445937876500,0.11387646484375,-0.8595428466796875,-0.4902801513671875,0.043975830078125
1783169445947825400,0.123825439453125,-0.853485107421875,-0.4876556396484375,0.0482177734375
1783169445957774300,0.1337744140625,-0.85638427734375,-0.4897613525390625,0.0540313720703125
1783169445967753500,0.14375341796875,-0.85736083984375,-0.491546630859375,0.0561065673828125
1783169445977702400,0.153702392578125,-0.856475830078125,-0.4880523681640625,0.0576629638671875
1783169445987650300,0.163650390625,-0.85455322265625,-0.479034423828125,0.0547027587890625
1783169445997630500,0.17363037109375,-0.8552703857421875,-0.4757232666015625,0.051849365234375
1783169446007578400,0.183578369140625,-0.861724853515625,-0.4811553955078125,0.0541229248046875
1783169446017527300,0.19352734375,-0.8647613525390625,-0.4875640869140625,0.055023193359375
1783169446027476200,0.203476318359375,-0.85870361328125,-0.4851837158203125,0.053070068359375
1783169446037455400,0.213455322265625,-0.8551177978515625,-0.479827880859375,0.052398681640625
1783169446047404500,0.223404541015625,-0.852569580078125,-0.4794769287109375,0.049713134765625
1783169446057353500,0.233353515625,-0.851470947265625,-0.4803619384765625,0.0467987060546875
1783169446067301600,0.243301513671875,-0.852325439453125,-0.4795684814453125,0.04656982421875
1783169446077281500,0.253281494140625,-0.8534088134765625,-0.4786224365234375,0.048553466796875
1783169446087229400,0.2632294921875,-0.85296630859375,-0.4776763916015625,0.04742431640625
1783169446097178400,0.273178466796875,-0.8515625,-0.4756927490234375,0.047149658203125
1783169446107157500,0.283157470703125,-0.85321044921875,-0.473907470703125,0.0451202392578125
1783169446117106400,0.2931064453125,-0.8586273193359375,-0.4754486083984375,0.0386810302734375
1783169446127055400,0.303055419921875,-0.8625946044921875,-0.4792022705078125,0.037078857421875
1783169446137037800,0.313037841796875,-0.859222412109375,-0.4817657470703125,0.0334320068359375
1783169446147016700,0.3230166015625,-0.8631134033203125,-0.4832916259765625,0.03131103515625
1783169446156964900,0.33296484375,-0.8608856201171875,-0.4850311279296875,0.0260009765625
1783169446166913800,0.342913818359375,-0.8587799072265625,-0.4857177734375,0.023468017578125
1783169446176862700,0.35286279296875,-0.86474609375,-0.4873504638671875,0.0237274169921875
1783169446186841600,0.362841552734375,-0.8624114990234375,-0.490386962890625,0.0243682861328125
1783169446196790800,0.372790771484375,-0.85675048828125,-0.4920654296875,0.0258331298828125
1783169446206739700,0.38273974609375,-0.860443115234375,-0.4933624267578125,0.0273590087890625
1783169446216718600,0.392718505859375,-0.868927001953125,-0.4970855712890625,0.0274658203125
1783169446226667500,0.40266748046875,-0.864532470703125,-0.4989776611328125,0.0281829833984375
1783169446236615700,0.41261572265625,-0.862335205078125,-0.4941253662109375,0.0263519287109375
1783169446246564600,0.422564697265625,-0.8715667724609375,-0.488983154296875,0.0240936279296875
1783169446256543700,0.432543701171875,-0.87432861328125,-0.4879302978515625,0.0218353271484375
1783169446266492700,0.44249267578125,-0.8691864013671875,-0.486572265625,0.02178955078125
1783169446276441900,0.45244189453125,-0.8647918701171875,-0.482391357421875,0.0243377685546875
1783169446286390800,0.462390869140625,-0.8589935302734375,-0.4807891845703125,0.0274505615234375
1783169446296369700,0.47236962890625,-0.8475189208984375,-0.483612060546875,0.0321807861328125
1783169446306318800,0.48231884765625,-0.8357086181640625,-0.487152099609375,0.0404205322265625
1783169446316266800,0.492266845703125,-0.8357696533203125,-0.4898223876953125,0.050567626953125
1783169446326246000,0.502245849609375,-0.84124755859375,-0.4941864013671875,0.057952880859375
1783169446336194800,0.51219482421875,-0.8406982421875,-0.4961090087890625,0.057952880859375
1783169446346143700,0.522143798828125,-0.8431854248046875,-0.4907379150390625,0.05767822265625
1783169446356092700,0.5320927734375,-0.8535308837890625,-0.4871673583984375,0.0571136474609375
1783169446366071800,0.54207177734375,-0.862457275390625,-0.487884521484375,0.05462646484375
1783169446376020700,0.552020751953125,-0.865447998046875,-0.4853515625,0.0505218505859375
1783169446385968600,0.56196875,-0.8619384765625,-0.480316162109375,0.0477142333984375
1783169446395917600,0.57191748046875,-0.859527587890625,-0.47723388671875,0.0479888916015625
1783169446405896700,0.581896728515625,-0.8587646484375,-0.4774932861328125,0.0479278564453125
1783169446415845600,0.591845703125,-0.8546142578125,-0.480865478515625,0.0456695556640625
1783169446425794600,0.601794677734375,-0.84814453125,-0.481292724609375,0.0442657470703125
1783169446435773700,0.611773681640625,-0.84747314453125,-0.4812774658203125,0.045013427734375
1783169446445723000,0.621722900390625,-0.84613037109375,-0.4805755615234375,0.0460052490234375
1783169446455671800,0.631671875,-0.846649169921875,-0.47900390625,0.04669189453125
1783169446465619700,0.64161962890625,-0.85052490234375,-0.4764404296875,0.046356201171875
