time,seconds_elapsed,z,y,x
1783169465257844700,0.1438447265625,0.004011467099189758,0.0928298830986023,-0.15092968940734863
1783169465267793700,0.153793701171875,-0.008858973160386086,0.07266819477081299,-0.09069442749023438
1783169465277742600,0.16374267578125,-0.013494204729795456,0.03614533692598343,-0.031312063336372375
1783169465287691500,0.17369140625,-0.015441701747477055,0.00668400339782238,0.019220992922782898
1783169465297670700,0.183670654296875,-0.0165860615670681,-0.01113147847354412,0.04352473467588425
1783169465307619800,0.193619873046875,-0.007875146344304085,-0.024484196677803993,0.05929671600461006
1783169465317567700,0.203567626953125,0.001380670815706253,-0.008393644355237484,0.06899888068437576
1783169465327516700,0.2135166015625,0.00828504003584385,0.025935005396604538,0.07059496641159058
1783169465337495800,0.223495849609375,0.016193831339478493,0.049328215420246124,0.06265421956777573
1783169465347444700,0.23344482421875,0.013403281569480896,0.05112634226679802,0.04628041386604309
1783169465357393700,0.2433935546875,0.0074596405029296875,0.03591835871338844,0.023662984371185303
1783169465367372800,0.253372802734375,-0.0032666008919477463,0.02117064781486988,-0.0021552415564656258
1783169465377321700,0.26332177734375,-0.011890183202922344,0.02272406965494156,-0.033655378967523575
1783169465387269600,0.27326953125,-0.025798670947551727,0.032336246222257614,-0.051918067038059235
1783169465397218800,0.28321875,-0.035410553216934204,0.0314030759036541,-0.06846614927053452
1783169465407197700,0.29319775390625,-0.04326673597097397,0.025058209896087646,-0.07684354484081268
1783169465417146600,0.303146728515625,-0.052335068583488464,-0.005713815800845623,-0.08265935629606247
1783169465427095600,0.313095458984375,-0.04608886316418648,-0.03552289679646492,-0.08555853366851807
1783169465437044700,0.323044677734375,-0.03772733733057976,-0.04777716472744942,-0.0836852639913559
1783169465447023600,0.333023681640625,-0.025043964385986328,-0.05249685049057007,-0.08392547816038132
1783169465456972500,0.34297265625,-0.01524699479341507,-0.02982216700911522,-0.07453703135251999
1783169465466920700,0.352920654296875,-0.009243292734026909,-0.01595066301524639,-0.06810721009969711
1783169465476900900,0.36290087890625,-0.005891172215342522,-0.01359669491648674,-0.06965849548578262
1783169465486848500,0.3728486328125,0.00047460757195949554,-0.012098625302314758,-0.0668354332447052
1783169465496797700,0.382797607421875,0.00597456656396389,-0.0034795706160366535,-0.06383565068244934
1783169465506747000,0.392746826171875,0.01559707336127758,-0.006726804189383984,-0.054864637553691864
1783169465516725800,0.402725830078125,0.03076351247727871,-0.016705136746168137,-0.043925173580646515
1783169465526674700,0.4126748046875,0.045443736016750336,-0.010236019268631935,-0.030718129128217697
1783169465536622800,0.422622802734375,0.05859069526195526,-0.004566947929561138,-0.006086818873882294
1783169465546571800,0.43257177734375,0.06617031991481781,-0.00851987861096859,0.012902851216495037
1783169465556550700,0.442550537109375,0.06879699975252151,-0.013714107684791088,0.0314624197781086
1783169465566499600,0.45249951171875,0.06501372903585434,-0.010992195457220078,0.04643157124519348
