version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation,platform version
3,SM-G955U,1783152040272,2026-07-04_08-00-40,Africa/Kigali,android,1.60.2,d613a40f-b37a-4117-b61f-13c61f74dd62,Accelerometer|Gyroscope|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10|10,false,26
