time,seconds_elapsed,z,y,x
1783169910935169500,0.09916943359375,-0.47384318709373474,0.9342904090881348,-1.1371088027954102
1783169910945118500,0.109118408203125,-0.5971217155456543,0.7524868249893188,-0.7370689511299133
1783169910955097300,0.119097412109375,-0.6736159920692444,0.9169521927833557,-0.3225167989730835
1783169910965046500,0.129046630859375,-0.7751724123954773,1.0407899618148804,-0.14867788553237915
1783169910974994400,0.138994384765625,-0.9239357709884644,0.9089462161064148,-0.41503873467445374
1783169910984974600,0.148974609375,-1.1594116687774658,0.8738356232643127,-0.7938462495803833
1783169910994922800,0.1589228515625,-1.2609689235687256,0.6761864423751831,-1.12747323513031
1783169911004871700,0.16887158203125,-1.2283731698989868,0.6634405851364136,-1.2812331914901733
1783169911014820600,0.178820556640625,-1.1907075643539429,0.6660395264625549,-1.3736094236373901
1783169911024799500,0.188799560546875,-1.114112138748169,0.5196197628974915,-1.4110828638076782
1783169911034748700,0.198748779296875,-1.005401372909546,0.2730850577354431,-1.3767421245574951
1783169911044696600,0.208696533203125,-0.9217762351036072,0.07366090267896652,-1.2882407903671265
1783169911054676500,0.218676513671875,-0.9102583527565002,-0.03416303172707558,-1.1694693565368652
1783169911064624600,0.228624755859375,-0.9315401911735535,-0.06879957020282745,-1.0335187911987305
1783169911074573600,0.238573486328125,-0.9850806593894958,-0.084562286734581,-0.8786532878875732
1783169911084522500,0.2485224609375,-1.0416059494018555,-0.2986639142036438,-0.7846604585647583
1783169911094501400,0.25850146484375,-1.0166207551956177,-0.939420759677887,-0.8468841314315796
1783169911104450600,0.268450439453125,-1.0368186235427856,-1.6766034364700317,-1.2935186624526978
1783169911114399500,0.2783994140625,-1.1773864030838013,-1.9082609415054321,-1.7672725915908813
1783169911124378400,0.28837841796875,-1.3001229763031006,-1.9165928363800049,-2.258702278137207
1783169911134327300,0.298327392578125,-1.390710473060608,-1.8772672414779663,-2.5786802768707275
1783169911144275500,0.308275390625,-1.490830421447754,-1.8068368434906006,-2.662463903427124
1783169911154224600,0.318224609375,-1.618295431137085,-1.7126591205596924,-2.490858554840088
1783169911164203500,0.32820361328125,-1.8087692260742188,-1.4830065965652466,-2.082322120666504
1783169911174152700,0.338152587890625,-2.166860342025757,-0.5656583309173584,-1.4287902116775513
1783169911184101600,0.3481015625,-2.394105911254883,-0.47425732016563416,-0.7482116222381592
1783169911194050600,0.358050537109375,-2.5518958568573,-0.5149586796760559,-0.06030461937189102
1783169911204029400,0.368029541015625,-2.6461281776428223,-0.36854368448257446,0.6776556968688965
1783169911213977600,0.3779775390625,-2.6513452529907227,-0.11907126009464264,1.4473800659179688
1783169911223926500,0.387926513671875,-2.539351224899292,0.5220112800598145,2.3748562335968018
1783169911233905700,0.39790576171875,-1.6488213539123535,0.8404648900032043,2.955892562866211
1783169911243854600,0.4078544921875,0.16650348901748657,-0.06118559464812279,2.7947981357574463
1783169911253803500,0.417803466796875,0.14689330756664276,-1.572654366493225,1.8175698518753052
1783169911263752400,0.42775244140625,0.3279499113559723,-2.3135316371917725,0.9888900518417358
1783169911273731600,0.437731689453125,0.9657934904098511,-2.0767769813537598,0.9569504857063293
1783169911283680500,0.447680419921875,1.2310664653778076,-1.3555721044540405,1.4334558248519897
1783169911293628400,0.45762841796875,1.2223474979400635,-0.8059524297714233,2.0627245903015137
1783169911303608300,0.4676083984375,1.0794450044631958,-0.6256071329116821,2.6178700923919678
1783169911313556500,0.477556396484375,0.8744359016418457,-0.6258625388145447,2.9372365474700928
1783169911323505700,0.487505615234375,0.765038013458252,-0.6992161273956299,3.004700183868408
1783169911333454600,0.49745458984375,0.7636779546737671,-0.7577955722808838,2.8156745433807373
1783169911343433700,0.507433837890625,0.8375585675239563,-0.760779082775116,2.4314916133880615
1783169911353382700,0.517382568359375,0.9679924845695496,-0.635999858379364,1.923317313194275
1783169911363331600,0.52733154296875,1.0815192461013794,-0.552230179309845,1.3583732843399048
1783169911373310500,0.537310546875,1.0353819131851196,-0.5064749121665955,0.7767878770828247
1783169911383258600,0.547258544921875,0.8027542233467102,-0.4572410583496094,0.18032023310661316
1783169911393207600,0.55720751953125,0.533863365650177,-0.48334747552871704,-0.46231597661972046
1783169911403156500,0.567156494140625,0.3322005867958069,-0.543492317199707,-1.0957748889923096
1783169911413135600,0.577135498046875,0.2296568900346756,-0.470273494720459,-1.5949647426605225
1783169911423084500,0.58708447265625,0.18383188545703888,-0.26455041766166687,-1.8844168186187744
1783169911433033500,0.597033447265625,0.15131787955760956,-0.06897533684968948,-1.9518033266067505
1783169911443012400,0.607012451171875,0.1523274928331375,-0.00424135010689497,-1.8610079288482666
1783169911452961500,0.61696142578125,0.2402871698141098,-0.14330177009105682,-1.7088189125061035
1783169911462909400,0.626909423828125,0.45498108863830566,-0.4186140298843384,-1.5747183561325073
1783169911472858400,0.6368583984375,0.7007735371589661,-0.7118762731552124,-1.4988148212432861
1783169911482837500,0.64683740234375,0.8764681220054626,-0.9716231822967529,-1.4619134664535522
1783169911492786400,0.656786376953125,0.9626528024673462,-1.0765745639801025,-1.4041162729263306
1783169911502735600,0.666735595703125,1.0329917669296265,-1.0246299505233765,-1.275422215461731
1783169911512684500,0.6766845703125,1.1403306722640991,-0.8187103271484375,-1.0516839027404785
1783169911522663700,0.68666357421875,1.2476803064346313,-0.4919643998146057,-0.7440152764320374
1783169911532661200,0.6966611328125,1.3087577819824219,-0.12615607678890228,-0.37485191226005554
1783169911542609200,0.706609130859375,1.3157861232757568,0.1241816058754921,0.01883494108915329
1783169911552588300,0.71658837890625,1.2514833211898804,0.14138402044773102,0.3421054184436798
1783169911562537200,0.726537109375,1.0938150882720947,-0.03996925428509712,0.47675538063049316
1783169911572486100,0.736486083984375,0.8912913203239441,-0.27276283502578735,0.40960270166397095
1783169911582435000,0.74643505859375,0.7492867708206177,-0.4008414149284363,0.1808944195508957
1783169911592414200,0.756414306640625,0.7372007966041565,-0.1021260991692543,0.02220676839351654
1783169911602363100,0.766363037109375,0.753818154335022,0.11731304228305817,-0.07557038962841034
1783169911612311000,0.77631103515625,0.6617971062660217,0.63420569896698,-0.09367536008358002
1783169911622291200,0.786291259765625,0.5949480533599854,0.6160823702812195,-0.0955883041024208
1783169911632239000,0.796239013671875,0.5813736319541931,0.8598614931106567,-0.029681462794542313
1783169911642188000,0.80618798828125,0.6248047351837158,0.9172648191452026,0.156998410820961
1783169911652137000,0.816136962890625,0.6638094186782837,0.49526911973953247,0.3952312171459198
1783169911662116000,0.8261162109375,0.6788328289985657,-0.18402016162872314,0.5980753898620605
1783169911672065000,0.83606494140625,0.688593327999115,-0.8524796962738037,0.6870119571685791
1783169911682014200,0.84601416015625,0.6533748507499695,-1.2138960361480713,0.6190299391746521
1783169911691993000,0.8559931640625,0.582351803779602,-1.2547630071640015,0.34882375597953796
1783169911701942300,0.8659423828125,0.4412631392478943,-1.430967092514038,-0.1384497582912445
1783169911711890200,0.87589013671875,0.19336706399917603,-1.5297777652740479,-0.526608407497406
1783169911721839000,0.885839111328125,0.01690095290541649,-1.2856119871139526,-0.5676652789115906
1783169911731818200,0.895818359375,-0.13753283023834229,-0.7082203030586243,-0.31079408526420593
1783169911741767200,0.90576708984375,-0.27513784170150757,-0.0012665993999689817,0.10738664120435715
1783169911751716000,0.915716064453125,-0.26690998673439026,0.41454046964645386,0.4516225755214691
1783169911761664300,0.925664306640625,-0.18480128049850464,0.29160600900650024,0.601929783821106
1783169911771644200,0.93564404296875,-0.1339372992515564,-0.2410496324300766,0.6628347039222717
1783169911781592000,0.945592041015625,-0.1488960087299347,-0.8727431893348694,0.7402575612068176
